股票代號,股票名稱,2021上市上櫃
6561,是方,2
6568,宏觀,2
6569,醫揚,2
6570,維田,2
6573,虹揚-KY,1
6574,霈方,2
6576,逸達,2
6577,勁豐,2
6578,達邦蛋白,2
6579,研揚,1
6581,鋼聯,1
6582,申豐,1
6588,東典光電,2
6589,台康生技,2
6590,普鴻,2
6591,動力-KY,1
6592,和潤企業,1
6593,台灣銘板,2
6594,展匯科,2
6596,寬宏藝術,2
6598,ABC-KY,1
6603,富強鑫,2
6605,帝寶,1
6609,瀧澤科,2
6612,奈米醫材,2
6613,朋億,2
6615,慧智,2
6616,特昇-KY,2
6624,萬年清,2
6625,必應,1
6629,泰金-KY,2
6640,均華,2
6641,基士德-KY,1
6642,富致,2
6643,M31,2
6649,台生材,2
6651,全宇昕,2
6654,天正國際,2
6655,科定,1
6661,威健生技,2
6662,樂斯科,2
6664,群翊,2
6666,羅麗芬-KY,1
6667,信紘科,2
6668,中揚光,1
6669,緯穎,1
6670,復盛應用,1
6671,三能-KY,1
6672,騰輝電子-KY,1
6674,鋐寶科技,1
6679,鈺太,2
6680,鑫創電子,2
6683,雍智科技,2
6684,安格,2
6690,安碁資訊,2
6697,東捷資訊,2
6698,旭暉應材,1
6703,軒郁,2
6706,惠特,1
6712,長聖,2
6715,嘉基,1
6716,應廣,2
6727,亞泰金屬,2
6728,上洋,2
6732,昇佳電子,2
6733,博晟生醫,2
6741,91APP*-KY,2
6743,安普新,1
6747,亨泰光,2
6751,智聯服務,2
6752,叡揚,2
6754,匯僑設計,1
6756,威鋒電子,1
6761,穩得,2
6762,達亞,2
6767,台微醫,2
6768,志強-KY,1
6770,力積電,1
6776,展碁國際,1
6781,AES-KY,1
6788,華景電,2
6790,永豐實,1
6792,詠業,1
6803,崑鼎,2
6806,森崴能源,1
7402,邑錡,2
7556,意德士,2
8011,台通,1
8016,矽創,1
8021,尖點,1
8024,佑華,2
8027,鈦昇,2
8028,昇陽半導體,1
8032,光菱,2
8033,雷虎,1
8034,榮群,2
8038,長園科,2
8039,台虹,1
8040,九暘,2
8042,金山電,2
8043,蜜望實,2
8044,網家,2
8046,南電,1
8047,星雲,2
8048,德勝,2
8049,晶采,2
8050,廣積,2
8054,安國,2
8059,凱碩,2
8064,東捷,2
8066,來思達,2
8067,志旭,2
8068,全達,2
8069,元太,2
8070,長華*,1
8071,能率網通,2
8072,陞泰,1
8074,鉅橡,2
8076,伍豐,2
8077,洛碁,2
8080,永利聯合,2
8081,致新,1
8083,瑞穎,2
8084,巨虹,2
8085,福華,2
8086,宏捷科,2
8087,華鎂鑫,2
8088,品安,2
8089,康全電訊,2
8091,翔名,2
8092,建暐,2
8093,保銳,2
8096,擎亞,2
8097,常珵,2
8099,大世科,2
8101,華冠,1
8103,瀚荃,1
8104,錸寶,1
8105,凌巨,1
8107,大億金茂,2
8109,博大,2
8110,華東,1
8111,立碁,2
8112,至上,1
8114,振樺電,1
8121,越峰,2
8131,福懋科,1
8147,正淩,2
8150,南茂,1
8155,博智,2
8163,達方,1
8171,天宇,2
8176,智捷,2
8182,加高,2
8183,精星,2
8201,無敵,1
8210,勤誠,1
8213,志超,1
8215,明基材,1
8222,寶一,1
8234,新漢,2
8240,華宏,2
8249,菱光,1
8255,朋程,2
8261,富鼎,1
8271,宇瞻,1
8277,商丞,2
8279,生展,2
8284,三竹,2
8289,泰藝,2
8291,尚茂,2
8299,群聯,2
8341,日友,1
8342,益張,2
8349,恒耀,2
8354,冠好,2
8358,金居,2
8367,建新國際,1
8374,羅昇,1
8383,千附,2
8390,金益鼎,2
8401,白紗科,2
8403,盛弘,2
8404,百和興業-KY,1
8406,金可-KY,2
8409,商之器,2
8410,森田,2
8411,福貞-KY,1
8415,大國鋼,2
8416,實威,2
8418,捷必勝-KY,2
8420,明揚,2
8421,旭源,2
8422,可寧衛,1
8423,保綠-KY,2
8424,惠普,2
8426,紅木-KY,2
8427,基勝-KY,1
8429,金麗-KY,1
8431,匯鑽科,2
8432,東生華,2
8433,弘帆,2
8435,鉅邁,2
8436,大江,2
8437,大地-KY,2
8440,綠電,2
8442,威宏-KY,1
8443,阿瘦,1
8444,綠河-KY,2
8446,華研,2
8450,霹靂,2
8454,富邦媒,1
8455,大拓-KY,2
8462,柏文,1
8463,潤泰材,1
8464,億豐,1
8466,美吉吉-KY,1
8467,波力-KY,1
8472,夠麻吉,2
8473,山林水,1
8476,台境,2
8477,創業家,2
8478,東哥遊艇,1
8480,泰昇-KY,1
8481,政伸,1
8482,商億-KY,1
8488,吉源-KY,1
8489,三貝德,2
8499,鼎炫-KY,1
8905,裕國,2
8906,花王,2
8908,欣雄,2
8916,光隆,2
8917,欣泰,2
8921,沈氏,2
8923,時報,2
8924,大田,2
8926,台汽電,1
8927,北基,2
8928,鉅明,2
8929,富堡,2
8930,青鋼,2
8931,大汽電,2
8932,宏大,2
8933,愛地雅,2
8935,邦泰,2
8936,國統,2
8937,合騏,2
8938,明安,2
8940,新天地,1
8941,關中,2
8942,森鉅,2
8996,高力,1
9103,美德醫療-DR,1
910322,康師傅-DR,1
9105,泰金寶-DR,1
910861,神州-DR,1
9110,越南控-DR,1
911608,明輝-DR,1
911622,泰聚亨-DR,1
911868,同方友友-DR,1
912000,晨訊科-DR,1
912398,友佳-DR,1
9136,巨騰-DR,1
9188,精熙-DR,1
9802,鈺齊-KY,1
9902,台火,1
9904,寶成,1
9905,大華,1
9906,欣巴巴,1
9907,統一實,1
9908,大台北,1
9910,豐泰,1
9911,櫻花,1
9912,偉聯,1
9914,美利達,1
9917,中保科,1
9918,欣天然,1
9919,康那香,1
9921,巨大,1
9924,福興,1
9925,新保,1
9926,新海,1
9927,泰銘,1
9928,中視,1
9929,秋雨,1
9930,中聯資源,1
9931,欣高,1
9933,中鼎,1
9934,成霖,1
9935,慶豐富,1
9937,全國,1
9938,百和,1
9939,宏全,1
9940,信義,1
9941,裕融,1
9942,茂順,1
9943,好樂迪,1
9944,新麗,1
9945,潤泰新,1
9946,三發地產,1
9949,琉園,2
9950,萬國通,2
9951,皇田,2
9955,佳龍,1
9958,世紀鋼,1
9960,邁達康,2
9962,有益,2
